04:01:01:21:00,32,2.250,1000
04:01:01:21:21,32,2.260,1000
04:01:01:21:43,32,2.270,1000
04:01:01:22:04,32,2.280,1000
04:01:01:22:26,32,2.290,1000
04:01:01:22:48,32,2.300,1000
04:01:01:23:09,32,2.310,1000
04:01:01:23:31,32,2.320,1000
04:01:01:23:52,32,2.330,1000
04:01:01:24:14,32,2.340,1000
04:01:01:24:36,32,2.350,1000
04:01:01:24:57,32,2.360,1000
04:01:01:25:19,32,2.370,1000
04:01:01:25:40,32,2.380,1000
04:01:01:26:02,32,2.390,1000
04:01:01:26:24,32,2.400,1000
04:01:01:26:45,32,2.410,1000
04:01:01:27:07,32,2.420,1000
04:01:01:27:28,32,2.430,1000
04:01:01:27:50,32,2.440,1000
04:01:01:28:12,32,2.450,1000
04:01:01:28:33,32,2.460,1000
04:01:01:28:55,32,2.470,1000
04:01:01:29:16,32,2.480,1000
04:01:01:29:38,32,2.490,1000
04:01:01:30:00,32,2.500,1000
04:01:01:30:21,32,2.510,1000
04:01:01:30:43,32,2.520,1000
04:01:01:31:04,32,2.530,1000
04:01:01:31:26,32,2.540,1000
04:01:01:31:48,32,2.550,1000
04:01:01:32:09,32,2.560,1000
04:01:01:32:31,32,2.570,1000
04:01:01:32:52,32,2.580,1000
04:01:01:33:14,32,2.590,1000
04:01:01:33:36,32,2.600,1000
04:01:01:33:57,32,2.610,1000
04:01:01:34:19,32,2.620,1000
04:01:01:34:40,32,2.630,1000
04:01:01:35:02,32,2.640,1000
04:01:01:35:24,32,2.650,1000
04:01:01:35:45,32,2.660,1000
04:01:01:36:07,32,2.670,1000
04:01:01:36:28,32,2.680,1000
04:01:01:36:50,32,2.690,1000
04:01:01:37:12,32,2.700,1000
04:01:01:37:33,32,2.710,1000
04:01:01:37:55,32,2.720,1000
04:01:01:38:16,32,2.730,1000
04:01:01:38:38,32,2.740,1000
04:01:01:39:00,32,2.750,1000
04:01:01:39:21,32,2.760,1000
04:01:01:39:43,32,2.770,1000
04:01:01:40:04,32,2.780,1000
04:01:01:40:26,32,2.790,1000
04:01:01:40:48,32,2.800,1000
04:01:01:41:09,32,2.810,1000
04:01:01:41:31,32,2.820,1000
04:01:01:41:52,32,2.830,1000
04:01:01:42:14,32,2.840,1000
04:01:01:42:36,32,2.850,1000
04:01:01:42:57,32,2.860,1000
04:01:01:43:19,32,2.870,1000
04:01:01:43:40,32,2.880,1000
04:01:01:44:02,32,2.890,1000
04:01:01:44:24,32,2.900,1000
04:01:01:44:45,32,2.910,1000
04:01:01:45:07,32,2.920,1000
04:01:01:45:28,32,2.930,1000
04:01:01:45:50,32,2.940,1000
04:01:01:46:12,32,2.950,1000
04:01:01:46:33,32,2.960,1000
04:01:01:46:55,32,2.970,1000
04:01:01:47:16,32,2.980,1000
04:01:01:47:38,32,2.990,1000
04:01:01:48:00,32,3.000,1000
04:01:01:48:21,32,3.010,1000
04:01:01:48:43,32,3.020,1000
04:01:01:49:04,32,3.030,1000
04:01:01:49:26,32,3.040,1000
04:01:01:49:48,32,3.050,1000
04:01:01:50:09,32,3.060,1000
04:01:01:50:31,32,3.070,1000
04:01:01:50:52,32,3.080,1000
04:01:01:51:14,32,3.090,1000
04:01:01:51:36,32,3.100,1000
04:01:01:51:57,32,3.110,1000
04:01:01:52:19,32,3.120,1000
04:01:01:52:40,32,3.130,1000
04:01:01:53:02,32,3.140,1000
04:01:01:53:24,32,3.150,1000
04:01:01:53:45,32,3.160,1000
04:01:01:54:07,32,3.170,1000
04:01:01:54:28,32,3.180,1000
04:01:01:54:50,32,3.190,1000
04:01:01:55:12,32,3.200,1000
04:01:01:55:33,32,3.210,1000
04:01:01:55:55,32,3.220,1000
04:01:01:56:16,32,3.230,1000
04:01:01:56:38,32,3.240,1000
04:01:01:57:00,32,3.250,1000
04:01:01:57:21,32,3.260,1000
04:01:01:57:43,32,3.270,1000
04:01:01:58:04,32,3.280,1000
04:01:01:58:26,32,3.290,1000
04:01:01:58:48,32,3.300,1000
04:01:01:59:09,32,3.310,1000
04:01:01:59:31,32,3.320,1000
04:01:01:59:52,32,3.330,1000
04:01:02:00:14,32,3.340,1000
04:01:02:00:36,32,3.350,1000
04:01:02:00:57,32,3.360,1000
04:01:02:01:19,32,3.370,1000
04:01:02:01:40,32,3.380,1000
04:01:02:02:02,32,3.390,1000
04:01:02:02:24,32,3.400,1000
04:01:02:02:45,32,3.410,1000
04:01:02:03:07,32,3.420,1000
04:01:02:03:28,32,3.430,1000
04:01:02:03:50,32,3.440,1000
04:01:02:04:12,32,3.450,1000
04:01:02:04:33,32,3.460,1000
04:01:02:04:55,32,3.470,1000
04:01:02:05:16,32,3.480,1000
04:01:02:05:38,32,3.490,1000
04:01:02:06:00,32,3.500,1000
04:01:02:06:21,32,3.510,1000
04:01:02:06:43,32,3.520,1000
04:01:02:07:04,32,3.530,1000
04:01:02:07:26,32,3.540,1000
04:01:02:07:48,32,3.550,1000
04:01:02:08:09,32,3.560,1000
04:01:02:08:31,32,3.570,1000
04:01:02:08:52,32,3.580,1000
04:01:02:09:14,32,3.590,1000
04:01:02:09:36,32,3.600,1000
04:01:02:09:57,32,3.610,1000
04:01:02:10:19,32,3.620,1000
04:01:02:10:40,32,3.630,1000
04:01:02:11:02,32,3.640,1000
04:01:02:11:24,32,3.650,1000
04:01:02:11:45,32,3.660,1000
04:01:02:12:07,32,3.670,1000
04:01:02:12:28,32,3.680,1000
04:01:02:12:50,32,3.690,1000
04:01:02:13:12,32,3.700,1000
04:01:02:13:33,32,3.710,1000
04:01:02:13:55,32,3.720,1000
04:01:02:14:16,32,3.730,1000
04:01:02:14:38,32,3.740,1000
04:01:02:15:00,32,3.750,1000
04:01:02:15:21,32,3.760,1000
04:01:02:15:43,32,3.770,1000
04:01:02:16:04,32,3.780,1000
04:01:02:16:26,32,3.790,1000
04:01:02:16:48,32,3.800,1000
04:01:02:17:09,32,3.810,1000
04:01:02:17:31,32,3.820,1000
04:01:02:17:52,32,3.830,1000
04:01:02:18:14,32,3.840,1000
04:01:02:18:36,32,3.850,1000
04:01:02:18:57,32,3.860,1000
04:01:02:19:19,32,3.870,1000
04:01:02:19:40,32,3.880,1000
04:01:02:20:02,32,3.890,1000
04:01:02:20:24,32,3.900,1000
04:01:02:20:45,32,3.910,1000
04:01:02:21:07,32,3.920,1000
04:01:02:21:28,32,3.930,1000
04:01:02:21:50,32,3.940,1000
04:01:02:22:12,32,3.950,1000
04:01:02:22:33,32,3.960,1000
04:01:02:22:55,32,3.970,1000
04:01:02:23:16,32,3.980,1000
04:01:02:23:38,32,3.990,1000
04:01:02:24:00,32,4.000,1000
04:01:02:24:21,32,4.010,1000
04:01:02:24:43,32,4.020,1000
04:01:02:25:04,32,4.030,1000
04:01:02:25:26,32,4.040,1000
04:01:02:25:48,32,4.050,1000
04:01:02:26:09,32,4.060,1000
04:01:02:26:31,32,4.070,1000
04:01:02:26:52,32,4.080,1000
04:01:02:27:14,32,4.090,1000
04:01:02:27:36,32,4.100,1000
04:01:02:27:57,32,4.110,1000
04:01:02:28:19,32,4.120,1000
04:01:02:28:40,32,4.130,1000
04:01:02:29:02,32,4.140,1000
04:01:02:29:24,32,4.150,1000
04:01:02:29:45,32,4.160,1000
04:01:02:30:07,32,4.170,1000
04:01:02:30:28,32,4.180,1000
04:01:02:30:50,32,4.190,1000
04:01:02:31:12,32,4.200,1000
04:01:02:31:33,32,4.210,1000
04:01:02:31:55,32,4.220,1000
04:01:02:32:16,32,4.230,1000
04:01:02:32:38,32,4.240,1000
04:01:02:33:00,32,4.250,1000
04:01:02:33:21,32,4.260,1000
04:01:02:33:43,32,4.270,1000
04:01:02:34:04,32,4.280,1000
04:01:02:34:26,32,4.290,1000
04:01:02:34:48,32,4.300,1000
04:01:02:35:09,32,4.310,1000
04:01:02:35:31,32,4.320,1000
04:01:02:35:52,32,4.330,1000
04:01:02:36:14,32,4.340,1000
04:01:02:36:36,32,4.350,1000
04:01:02:36:57,32,4.360,1000
04:01:02:37:19,32,4.370,1000
04:01:02:37:40,32,4.380,1000
04:01:02:38:02,32,4.390,1000
04:01:02:38:24,32,4.400,1000
04:01:02:38:45,32,4.410,1000
04:01:02:39:07,32,4.420,1000
04:01:02:39:28,32,4.430,1000
04:01:02:39:50,32,4.440,1000
04:01:02:40:12,32,4.450,1000
04:01:02:40:33,32,4.460,1000
04:01:02:40:55,32,4.470,1000
04:01:02:41:16,32,4.480,1000
04:01:02:41:38,32,4.490,1000
04:01:02:42:00,32,4.500,1000
04:01:02:42:21,32,4.510,1000
04:01:02:42:43,32,4.520,1000
04:01:02:43:04,32,4.530,1000
04:01:02:43:26,32,4.540,1000
04:01:02:43:48,32,4.550,1000
04:01:02:44:09,32,4.560,1000
04:01:02:44:31,32,4.570,1000
04:01:02:44:52,32,4.580,1000
04:01:02:45:14,32,4.590,1000
04:01:02:45:36,32,4.600,1000
04:01:02:45:57,32,4.610,1000
04:01:02:46:19,32,4.620,1000
04:01:02:46:40,32,4.630,1000
04:01:02:47:02,32,4.640,1000
04:01:02:47:24,32,4.650,1000
04:01:02:47:45,32,4.660,1000
04:01:02:48:07,32,4.670,1000
04:01:02:48:28,32,4.680,1000
04:01:02:48:50,32,4.690,1000
04:01:02:49:12,32,4.700,1000
04:01:02:49:33,32,4.710,1000
04:01:02:49:55,32,4.720,1000
04:01:02:50:16,32,4.730,1000
04:01:02:50:38,32,4.740,1000
04:01:02:51:00,32,4.750,1000
04:01:02:51:21,32,4.760,1000
04:01:02:51:43,32,4.770,1000
04:01:02:52:04,32,4.780,1000
04:01:02:52:26,32,4.790,1000
04:01:02:52:48,32,4.800,1000
04:01:02:53:09,32,4.810,1000
04:01:02:53:31,32,4.820,1000
04:01:02:53:52,32,4.830,1000
04:01:02:54:14,32,4.840,1000
04:01:02:54:36,32,4.850,1000
04:01:02:54:57,32,4.860,1000
04:01:02:55:19,32,4.870,1000
04:01:02:55:40,32,4.880,1000
04:01:02:56:02,32,4.890,1000
04:01:02:56:24,32,4.900,1000
04:01:02:56:45,32,4.910,1000
04:01:02:57:07,32,4.920,1000
04:01:02:57:28,32,4.930,1000
04:01:02:57:50,32,4.940,1000
04:01:02:58:12,32,4.950,1000
04:01:02:58:33,32,4.960,1000
04:01:02:58:55,32,4.970,1000
04:01:02:59:16,32,4.980,1000
04:01:02:59:38,32,4.990,1000
04:01:03:00:00,32,5.000,1000
04:01:03:00:21,32,5.010,1000
04:01:03:00:43,32,5.020,1000
04:01:03:01:04,32,5.030,1000
04:01:03:01:26,32,5.040,1000
04:01:03:01:48,32,5.050,1000
04:01:03:02:09,32,5.060,1000
04:01:03:02:31,32,5.070,1000
04:01:03:02:52,32,5.080,1000
04:01:03:03:14,32,5.090,1000
04:01:03:03:36,32,5.100,1000
04:01:03:03:57,32,5.110,1000
04:01:03:04:19,32,5.120,1000
04:01:03:04:40,32,5.130,1000
04:01:03:05:02,32,5.140,1000
04:01:03:05:24,32,5.150,1000
04:01:03:05:45,32,5.160,1000
04:01:03:06:07,32,5.170,1000
04:01:03:06:28,32,5.180,1000
04:01:03:06:50,32,5.190,1000
04:01:03:07:12,32,5.200,1000
04:01:03:07:33,32,5.210,1000
04:01:03:07:55,32,5.220,1000
04:01:03:08:16,32,5.230,1000
04:01:03:08:38,32,5.240,1000
04:01:03:09:00,32,5.250,1000
04:01:03:09:21,32,5.260,1000
04:01:03:09:43,32,5.270,1000
04:01:03:10:04,32,5.280,1000
04:01:03:10:26,32,5.290,1000
04:01:03:10:48,32,5.300,1000
04:01:03:11:09,32,5.310,1000
04:01:03:11:31,32,5.320,1000
04:01:03:11:52,32,5.330,1000
04:01:03:12:14,32,5.340,1000
04:01:03:12:36,32,5.350,1000
04:01:03:12:57,32,5.360,1000
04:01:03:13:19,32,5.370,1000
04:01:03:13:40,32,5.380,1000
04:01:03:14:02,32,5.390,1000
04:01:03:14:24,32,5.400,1000
04:01:03:14:45,32,5.410,1000
04:01:03:15:07,32,5.420,1000
04:01:03:15:28,32,5.430,1000
04:01:03:15:50,32,5.440,1000
04:01:03:16:12,32,5.450,1000
04:01:03:16:33,32,5.460,1000
04:01:03:16:55,32,5.470,1000
04:01:03:17:16,32,5.480,1000
04:01:03:17:38,32,5.490,1000
04:01:03:18:00,32,5.500,1000
04:01:03:18:21,32,5.510,1000
04:01:03:18:43,32,5.520,1000
04:01:03:19:04,32,5.530,1000
04:01:03:19:26,32,5.540,1000
04:01:03:19:48,32,5.550,1000
04:01:03:20:09,32,5.560,1000
04:01:03:20:31,32,5.570,1000
04:01:03:20:52,32,5.580,1000
04:01:03:21:14,32,5.590,1000
04:01:03:21:36,32,5.600,1000
04:01:03:21:57,32,5.610,1000
04:01:03:22:19,32,5.620,1000
04:01:03:22:40,32,5.630,1000
04:01:03:23:02,32,5.640,1000
04:01:03:23:24,32,5.650,1000
04:01:03:23:45,32,5.660,1000
04:01:03:24:07,32,5.670,1000
04:01:03:24:28,32,5.680,1000
04:01:03:24:50,32,5.690,1000
04:01:03:25:12,32,5.700,1000
04:01:03:25:33,32,5.710,1000
04:01:03:25:55,32,5.720,1000
04:01:03:26:16,32,5.730,1000
04:01:03:26:38,32,5.740,1000
04:01:03:27:00,32,5.750,1000
04:01:03:27:21,32,5.760,1000
04:01:03:27:43,32,5.770,1000
04:01:03:28:04,32,5.780,1000
04:01:03:28:26,32,5.790,1000
04:01:03:28:48,32,5.800,1000
04:01:03:29:09,32,5.810,1000
04:01:03:29:31,32,5.820,1000
04:01:03:29:52,32,5.830,1000
04:01:03:30:14,32,5.840,1000
04:01:03:30:36,32,5.850,1000
04:01:03:30:57,32,5.860,1000
04:01:03:31:19,32,5.870,1000
04:01:03:31:40,32,5.880,1000
04:01:03:32:02,32,5.890,1000
04:01:03:32:24,32,5.900,1000
04:01:03:32:45,32,5.910,1000
04:01:03:33:07,32,5.920,1000
04:01:03:33:28,32,5.930,1000
04:01:03:33:50,32,5.940,1000
04:01:03:34:12,32,5.950,1000
04:01:03:34:33,32,5.960,1000
04:01:03:34:55,32,5.970,1000
04:01:03:35:16,32,5.980,1000
04:01:03:35:38,32,5.990,1000
04:01:03:36:00,32,6.000,1000
04:01:03:36:21,32,6.010,1000
04:01:03:36:43,32,6.020,1000
04:01:03:37:04,32,6.030,1000
04:01:03:37:26,32,6.040,1000
04:01:03:37:48,32,6.050,1000
04:01:03:38:09,32,6.060,1000
04:01:03:38:31,32,6.070,1000
04:01:03:38:52,32,6.080,1000
04:01:03:39:14,32,6.090,1000
04:01:03:39:36,32,6.100,1000
04:01:03:39:57,32,6.110,1000
04:01:03:40:19,32,6.120,1000
04:01:03:40:40,32,6.130,1000
04:01:03:41:02,32,6.140,1000
04:01:03:41:24,32,6.150,1000
04:01:03:41:45,32,6.160,1000
04:01:03:42:07,32,6.170,1000
04:01:03:42:28,32,6.180,1000
04:01:03:42:50,32,6.190,1000
04:01:03:43:12,32,6.200,1000
04:01:03:43:33,32,6.210,1000
04:01:03:43:55,32,6.220,1000
04:01:03:44:16,32,6.230,1000
04:01:03:44:38,32,6.240,1000
04:01:03:45:00,32,6.250,1000
04:01:03:45:21,32,6.260,1000
04:01:03:45:43,32,6.270,1000
04:01:03:46:04,32,6.280,1000
04:01:03:46:26,32,6.290,1000
04:01:03:46:48,32,6.300,1000
04:01:03:47:09,32,6.310,1000
04:01:03:47:31,32,6.320,1000
04:01:03:47:52,32,6.330,1000
04:01:03:48:14,32,6.340,1000
04:01:03:48:36,32,6.350,1000
04:01:03:48:57,32,6.360,1000
04:01:03:49:19,32,6.370,1000
04:01:03:49:40,32,6.380,1000
04:01:03:50:02,32,6.390,1000
04:01:03:50:24,32,6.400,1000
04:01:03:50:45,32,6.410,1000
04:01:03:51:07,32,6.420,1000
04:01:03:51:28,32,6.430,1000
04:01:03:51:50,32,6.440,1000
04:01:03:52:12,32,6.450,1000
04:01:03:52:33,32,6.460,1000
04:01:03:52:55,32,6.470,1000
04:01:03:53:16,32,6.480,1000
04:01:03:53:38,32,6.490,1000
04:01:03:54:00,32,6.500,1000
04:01:03:54:21,32,6.510,1000
04:01:03:54:43,32,6.520,1000
04:01:03:55:04,32,6.530,1000
04:01:03:55:26,32,6.540,1000
04:01:03:55:48,32,6.550,1000
04:01:03:56:09,32,6.560,1000
04:01:03:56:31,32,6.570,1000
04:01:03:56:52,32,6.580,1000
04:01:03:57:14,32,6.590,1000
04:01:03:57:36,32,6.600,1000
04:01:03:57:57,32,6.610,1000
04:01:03:58:19,32,6.620,1000
04:01:03:58:40,32,6.630,1000
04:01:03:59:02,32,6.640,1000
04:01:03:59:24,32,6.650,1000
04:01:03:59:45,32,6.660,1000
04:01:04:00:07,32,6.670,1000
04:01:04:00:28,32,6.680,1000
04:01:04:00:50,32,6.690,1000
04:01:04:01:12,32,6.700,1000
04:01:04:01:33,32,6.710,1000
04:01:04:01:55,32,6.720,1000
04:01:04:02:16,32,6.730,1000
04:01:04:02:38,32,6.740,1000
04:01:04:03:00,32,6.750,1000
04:01:04:03:21,32,6.760,1000
04:01:04:03:43,32,6.770,1000
04:01:04:04:04,32,6.780,1000
04:01:04:04:26,32,6.790,1000
04:01:04:04:48,32,6.800,1000
04:01:04:05:09,32,6.810,1000
04:01:04:05:31,32,6.820,1000
04:01:04:05:52,32,6.830,1000
04:01:04:06:14,32,6.840,1000
04:01:04:06:36,32,6.850,1000
04:01:04:06:57,32,6.860,1000
04:01:04:07:19,32,6.870,1000
04:01:04:07:40,32,6.880,1000
04:01:04:08:02,32,6.890,1000
04:01:04:08:24,32,6.900,1000
04:01:04:08:45,32,6.910,1000
04:01:04:09:07,32,6.920,1000
04:01:04:09:28,32,6.930,1000
04:01:04:09:50,32,6.940,1000
04:01:04:10:12,32,6.950,1000
04:01:04:10:33,32,6.960,1000
04:01:04:10:55,32,6.970,1000
04:01:04:11:16,32,6.980,1000
04:01:04:11:38,32,6.990,1000
04:01:04:12:00,32,7.000,1000
04:01:04:12:21,32,7.010,1000
04:01:04:12:43,32,7.020,1000
04:01:04:13:04,32,7.030,1000
04:01:04:13:26,32,7.040,1000
04:01:04:13:48,32,7.050,1000
04:01:04:14:09,32,7.060,1000
04:01:04:14:31,32,7.070,1000
04:01:04:14:52,32,7.080,1000
04:01:04:15:14,32,7.090,1000
04:01:04:15:36,32,7.100,1000
04:01:04:15:57,32,7.110,1000
04:01:04:16:19,32,7.120,1000
04:01:04:16:40,32,7.130,1000
04:01:04:17:02,32,7.140,1000
04:01:04:17:24,32,7.150,1000
04:01:04:17:45,32,7.160,1000
04:01:04:18:07,32,7.170,1000
04:01:04:18:28,32,7.180,1000
04:01:04:18:50,32,7.190,1000
04:01:04:19:12,32,7.200,1000
04:01:04:19:33,32,7.210,1000
04:01:04:19:55,32,7.220,1000
04:01:04:20:16,32,7.230,1000
04:01:04:20:38,32,7.240,1000
04:01:04:21:00,32,7.250,1000
04:01:04:21:21,32,7.260,1000
04:01:04:21:43,32,7.270,1000
04:01:04:22:04,32,7.280,1000
04:01:04:22:26,32,7.290,1000
04:01:04:22:48,32,7.300,1000
